7.864620493736521056e-02,-4.704564012553985597e-01,3.289159784235626965e-02,8.983674584806111696e-02,-4.087429514169126921e-01,3.699616154899852405e-01,4.812815629670637030e-01,-1.074685939025451231e-01,-2.580984622311555121e-01,6.595433353902462326e-01,5.394068686449576822e-01
3.560667448925143863e-01,-7.473799470138678958e-01,9.170954474931894418e-02,3.005816607675516616e-01,-4.166424676734585275e-01,5.119354345461790690e-01,5.191625424203817341e-01,-3.260367402849023155e-01,-5.216593265290027093e-01,9.035596628683850717e-01,8.943373548558283259e-01
2.209885835763301665e-01,-4.066227236414473034e-01,-7.053155508137469443e-02,1.005091288572849684e-01,-2.852454945151385868e-01,4.257917534741103571e-01,2.476670769546450435e-01,-3.160121622031970001e-01,-2.980538693338760647e-01,5.512605076320128417e-01,4.270584826442785364e-01
-6.316563393278232241e-02,2.459773809465153338e-01,2.386870944038413656e-01,1.432788197938016928e-01,2.999590172295257262e-01,-1.601481055275313925e-01,-6.668389068288782529e-02,-4.600663534227155127e-01,2.798627014014337666e-01,2.911626156772225138e-01,-2.933573994949836283e-01
-4.209388454120572831e-01,3.000991811975386447e-01,-8.733493697791518129e-02,2.637853274942847936e-01,2.939353589576565451e-01,1.966366187471559057e-01,-3.797978819404386197e-01,4.695102116906012535e-01,-1.570694935168079898e-01,-2.542411121679992725e-01,-1.216094443783992951e-01
3.460060968052548480e-01,-4.320705964394873089e-01,1.538340761940153456e-01,4.881336501311820952e-01,1.605753228060262661e-01,-3.192641031135112217e-01,1.218789080196593516e-01,-1.749078611020273843e-01,-1.624845372453956605e-01,3.644734818094849671e-01,1.103744192861798173e-01
3.260647860363589667e-01,-1.610977938443207969e-01,7.332122643575661458e-02,2.038770312938300855e-01,1.787348914100639063e-01,2.652070147357126761e-01,8.183111574478353634e-02,-1.001391312934480672e-02,-4.210946194947125520e-01,-3.330368319511410879e-01,-3.252959798239906108e-01
-8.000134214738403166e-03,-5.454493192510734278e-01,1.865115588412740166e-01,2.014667050612051896e-02,-2.549220560698369636e-02,4.293361666824764833e-01,9.750539726577872601e-01,1.116568816053828926e-02,-6.035604629543870336e-01,-2.343176395097305020e-01,-2.524508104128770358e-01
-2.118888880094391969e-01,-5.303242957048212025e-01,-1.131766949332815991e-01,-2.420794272350238474e-01,-1.698266955355592356e-01,4.204267072449030529e-01,4.665550541833178300e-01,-7.685274771777364858e-03,-1.291733555561380697e-01,-2.451474198238933755e-01,-5.182780880125961026e-02
-4.590423588019499346e-01,-2.956790688998999772e-01,3.871998717900499657e-03,3.342911959338512040e-01,-3.567011009397353938e-01,-2.181466357300886338e-01,2.728227965715380732e-01,-1.580207766131271063e-01,5.828890137462798826e-01,-4.898144837212651259e-01,1.871582846503051234e-01
-5.272085273686396567e-01,-7.769354428627404108e-01,-2.503387347895117548e-02,5.086366396948325264e-01,-4.738222675508418358e-01,-2.554022425205717539e-01,4.706906394336374255e-02,3.282518345213526062e-02,1.257884081670157750e+00,-7.457155817297583811e-01,-1.339335569670019495e-02
-8.815207923412405888e-01,-1.083255610898584242e+00,-4.635501818830419229e-01,1.486589768861880378e-01,-5.996454428401749581e-01,-1.266936281438431622e-01,1.849261906302606118e-01,-1.130378127823372103e-01,2.113877854300033388e+00,-3.439202889246082973e-01,2.349899337115838316e-01
