-0.229762,-0.074431,0.244422,0.083652,-0.032748,0.133450,-0.247409,0.577144,0.391542,-0.388789,-0.396571,-0.003287
-0.430826,0.179728,-0.134369,-0.261786,0.263255,0.032340,0.431873,0.166136,0.422930,-0.092918,-0.469120,-0.058810
-0.243813,-0.128004,0.081414,0.054388,-0.480265,0.360301,0.079066,-0.107892,-0.040456,-0.350854,-0.495995,-0.406786
-0.101799,0.262239,0.214556,-0.132577,0.306674,-0.086669,-0.182517,0.470193,0.409310,0.091750,0.037326,-0.569172
0.199804,0.410244,0.102365,-0.235776,-0.049664,-0.403740,0.399676,-0.187025,0.201187,0.429940,-0.225587,-0.298838
0.134149,-0.354874,0.271786,0.006358,-0.377071,-0.453783,-0.089685,-0.295497,0.411124,-0.336703,0.225384,-0.074215
0.473186,0.150581,0.149894,0.391763,-0.237503,-0.321146,0.156567,-0.043568,0.039206,0.451724,-0.013241,0.430991
-0.444958,-0.376900,-0.149968,0.293555,0.166925,-0.167050,0.331360,0.029288,0.074276,-0.411498,0.387902,-0.244031
0.421158,0.171271,-0.240922,0.364645,-0.237061,-0.171269,-0.334666,-0.478660,0.230648,0.097351,0.334052,0.037002
-0.252869,-0.222599,-0.307434,-0.096326,0.414791,-0.189231,-0.512902,-0.107385,0.405177,-0.053082,0.204890,-0.302136
0.292302,-0.100912,0.179409,-0.099998,0.352740,0.089995,0.445293,-0.157771,0.491968,0.386733,0.071968,-0.331229
0.110542,0.382492,-0.293711,-0.129079,-0.017851,-0.196475,-0.490032,0.129685,-0.365991,0.348264,0.307345,0.304931
0.274364,-0.436502,-0.138607,0.046397,0.342294,0.263826,0.200169,0.497721,-0.386698,-0.194106,-0.038285,-0.222677
0.219561,0.036745,-0.478236,0.496445,-0.278711,-0.068527,-0.356936,0.002535,0.263969,-0.203795,-0.110978,-0.376779
0.118513,0.244116,0.235188,-0.441871,-0.027784,0.308279,0.327176,0.292193,-0.416860,-0.443724,0.003265,-0.129988
0.103319,0.223386,0.427231,0.321201,-0.396725,-0.176033,0.396700,-0.355847,-0.134847,0.323441,0.219570,-0.101695
0.006799,-0.250463,0.238006,-0.139190,-0.285775,-0.276518,0.217872,0.396025,0.208738,0.229416,0.391461,0.499321
-0.199246,-0.061017,0.344228,-0.397860,-0.180645,0.017096,0.518419,0.576690,-0.191949,-0.018701,0.085805,-0.031322
-0.393323,-0.123850,-0.093664,-0.496691,-0.037069,0.068259,-0.477427,0.019904,-0.440620,-0.291421,-0.170734,0.178595
-0.004518,-0.107413,-0.433593,-0.513171,-0.248578,0.275938,0.206412,-0.151486,0.242395,-0.436124,0.102516,0.272286
0.341546,0.313235,0.020483,0.408888,0.098128,-0.213399,0.414470,-0.147954,-0.281380,-0.280294,0.160948,0.430272
0.111094,-0.211045,-0.180095,0.393661,-0.518933,0.140042,0.186887,-0.394559,0.246586,0.386535,0.017060,-0.256328
0.031117,-0.128481,-0.242664,-0.332577,-0.447095,0.162520,0.134046,0.408920,0.419205,0.039325,0.436663,-0.183267
0.057202,-0.433494,0.075085,-0.107032,0.201743,0.144521,0.486567,0.442238,-0.146384,-0.135953,0.506600,0.035413
0.486777,-0.148173,0.143099,-0.317547,0.159705,-0.548897,-0.097147,-0.197525,0.480588,0.102157,0.055952,0.000875
-0.226564,0.450059,0.445204,0.462676,0.049869,0.338376,0.179583,0.234855,0.136779,0.314565,-0.037268,0.101976
-0.173718,-0.444317,0.415649,-0.195156,-0.359564,0.446608,0.320791,0.120052,-0.103331,-0.316438,0.026760,0.062953
-0.481790,0.102792,-0.223183,0.162269,-0.252469,0.320044,-0.439255,0.178702,0.070541,0.054105,-0.519891,-0.109235
0.022925,-0.176474,0.370004,0.464587,0.465221,0.129551,0.298944,0.315880,0.227759,0.325196,-0.133196,0.133634
0.013817,-0.418122,0.099768,0.009601,0.430090,-0.290552,-0.402113,-0.239540,0.348335,-0.224360,-0.382660,-0.091444
-0.410993,-0.282172,-0.100134,-0.394687,-0.042496,-0.042718,0.216480,0.205515,-0.148360,-0.427130,-0.361017,-0.397673
0.311667,-0.357212,-0.213734,0.216591,0.068143,0.010223,-0.250904,0.288507,0.379373,-0.366425,-0.347196,-0.364688
-0.495470,0.443920,-0.213459,0.125747,0.060574,0.090100,0.230913,-0.322495,-0.184936,0.264399,0.097648,0.461858
-0.331329,-0.212296,0.070430,0.375236,-0.130927,0.414633,-0.457035,0.159388,-0.324298,0.270876,-0.278758,0.140684
-0.426914,0.068362,0.065914,-0.348006,-0.120332,-0.132509,-0.469758,0.406018,0.162269,-0.440777,0.187503,-0.119519
0.168104,-0.233471,-0.181999,-0.249670,0.109895,0.276793,0.400999,-0.029045,-0.315179,-0.450799,-0.317714,-0.409803
0.166673,0.097802,0.230153,0.518859,-0.146409,0.192628,-0.095245,0.390991,0.304483,0.401018,-0.088842,-0.398202
0.269129,0.209450,0.420394,-0.071679,-0.189340,0.241258,-0.462375,-0.064768,-0.062110,-0.052090,0.407117,-0.466342
-0.124317,-0.179314,0.282577,-0.153575,-0.240652,0.236074,0.504914,0.290711,-0.103204,0.203963,-0.181685,-0.557314
-0.274448,0.328624,0.387638,-0.269197,-0.223093,0.213308,0.241663,-0.171235,-0.019994,0.280250,0.344841,0.461592
-0.322298,0.229319,0.342899,0.199748,0.412335,0.365692,-0.334175,-0.167034,0.038722,0.444500,-0.039081,-0.183068
