0.344892,0.324816,-0.412253,-0.046001,0.017743,0.242370,-0.109559,-0.151622,-0.364488,0.075839,0.111223,-0.291837
0.340032,-0.222576,-0.534784,-0.462429,0.130210,-0.295410,0.323354,-0.175201,0.370157,-0.311967,-0.625880,-0.038199
0.002370,0.122411,0.131942,-0.077265,0.218053,-0.072146,0.148226,0.052934,0.411154,0.152704,0.307177,0.433390
-0.287849,0.285900,0.306360,-0.005084,-0.412600,-0.240785,-0.360213,-0.360130,-0.217253,-0.162394,0.359797,0.184299
-0.331713,0.478276,-0.287420,0.413509,-0.100438,-0.434147,0.194160,0.062837,-0.292430,-0.215291,0.170491,-0.150122
-0.482859,0.346382,-0.183235,-0.304108,-0.397740,-0.312719,0.294513,-0.085856,0.198291,0.327507,0.114162,-0.028683
0.190273,-0.349969,0.233016,-0.362860,0.354107,-0.329711,-0.279751,0.306372,-0.267984,-0.214606,-0.030832,0.360882
0.191821,0.352852,0.063835,-0.144697,0.393005,0.509918,-0.295305,0.183721,-0.106579,-0.092770,0.115582,0.494886
0.302685,-0.401192,0.435130,-0.141291,-0.307889,-0.036969,0.150601,-0.008435,0.347801,-0.431545,0.234566,0.238733
0.480165,0.492972,-0.018749,-0.246660,-0.249825,0.098055,-0.075249,-0.153461,-0.167769,0.146530,0.150625,0.538993
0.249105,-0.361455,0.191512,0.156901,0.494548,0.336657,0.162118,-0.159342,0.234443,0.403563,-0.042830,-0.308901
-0.411399,-0.790166,2.012997,-0.880130,2.212023,1.002736,0.267069,-0.509138,-0.642743,-1.092056,-1.072901,0.004197
-0.310231,-0.552527,3.183099,-0.871568,2.813029,0.795700,0.065536,-0.494232,-1.234090,-0.805592,-1.128062,0.000001
-0.587398,-0.397513,0.975228,-0.481794,3.452247,1.935548,0.875771,-0.239947,-0.980482,-0.831868,-1.030384,0.000013
-0.789634,-0.290630,-0.079303,0.024592,3.870773,1.730961,1.021967,0.042367,-0.246152,-0.639356,-0.922512,0.000368
0.258969,0.861509,0.637354,1.200699,4.020575,0.395689,1.441164,1.078291,-1.278126,0.094122,-0.959165,0.011940
0.490382,1.593145,0.754761,0.764917,6.776334,-0.331564,0.879087,1.119635,-1.364975,1.411171,-1.039840,0.278583
0.990508,1.416315,2.371577,-0.720855,11.468206,-0.762785,-0.988598,0.786190,-1.436212,5.351134,-1.024128,0.986429
0.934435,1.773370,0.618559,-0.748515,8.313092,-0.762396,-0.902905,0.655867,-1.108151,5.328557,-0.852126,0.999904
1.844036,1.813790,-0.372245,-0.682234,2.065281,-1.084117,-0.710322,0.783062,-1.302335,3.788096,-0.360743,0.999933
0.802968,0.686002,-0.163957,-0.695702,0.831068,-0.407922,-0.260113,0.817269,-0.879216,6.465256,-0.546877,0.999998
-0.157137,1.033391,-0.141296,-0.504556,0.582848,-0.752413,-0.451347,0.991887,0.573254,4.066387,-0.191008,0.999997
-0.486478,0.175365,-0.425992,-0.667111,0.414884,-0.659781,-1.143676,0.593910,0.955551,3.110644,-0.051604,0.999941
0.851970,1.107501,-0.987661,-0.679008,0.712951,-0.357135,-1.285875,0.639164,0.913875,2.272805,0.490418,0.999084
1.075945,0.184841,-0.527813,-0.543999,0.726244,-1.060278,-1.289614,1.136614,0.946649,1.969519,-0.167712,0.946471
-0.156463,0.241828,-0.454662,-0.440852,0.201941,-0.542946,-0.128263,0.285226,0.003648,0.634173,-0.308286,0.173447
-0.016578,-0.343593,0.433378,-0.208217,-0.316603,-0.197987,-0.357174,0.008787,0.300969,-0.359388,-0.321295,-0.130083
-0.323879,-0.009691,-0.158067,-0.207962,-0.266521,0.328957,-0.103800,-0.307447,0.327195,0.233239,0.258830,-0.321480
0.405811,-0.538981,-0.213405,-0.029024,-0.071319,-0.150016,0.135639,-0.082817,0.377051,-0.159517,-0.274855,-0.181657
