0.169388,-0.332781,0.164722,0.191754,0.071693,-0.372680,0.108834,0.361124,-0.198195,0.329843,0.135111,-0.338327,0.138379,0.068511,0.161374,0.195158,-0.304708,0.220819
-0.163754,-0.188354,0.376474,0.374485,-0.282910,0.261462,-0.146800,-0.003424,-0.165066,-0.339348,-0.054874,-0.197600,0.276883,0.075103,-0.034592,-0.240899,-0.183065,-0.355339
-0.169684,-0.048634,0.103057,0.099474,-0.116936,-0.059557,-0.301009,-0.249693,0.224600,0.353766,-0.342655,0.092579,-0.315994,-0.192349,0.109920,-0.309585,-0.340638,0.340232
0.379599,0.259148,0.038483,0.069749,-0.338690,-0.312509,-0.355628,-0.004664,-0.281137,0.265873,0.009569,0.065659,-0.303043,0.088991,0.311727,0.159418,-0.163647,0.200697
-0.082386,0.379012,0.203513,0.259011,-0.162748,-0.239391,0.174966,-0.441637,-0.463495,0.112435,-0.112206,-0.088292,0.083112,-0.048046,0.150288,-0.219627,-0.195993,-0.255537
0.357435,-0.253403,-0.115821,-0.001027,-0.267557,-0.378193,-0.144016,-0.307275,0.430902,0.021398,0.131893,0.003008,-0.107421,0.198551,-0.363305,-0.157972,0.093793,-0.211166
-0.100160,-0.067834,0.261352,0.318124,-0.395704,-0.008985,-0.248407,0.328118,0.211766,-0.291101,-0.002725,0.117539,0.016306,-0.015368,-0.007608,0.272660,0.360805,0.375948
0.106068,-0.186988,0.200635,0.143564,-0.283665,-0.265865,0.194569,0.059657,-0.079011,0.254484,-0.148107,-0.127583,-0.152573,-0.417484,0.268300,0.239162,0.324031,-0.399232
0.182407,0.080986,-0.113042,0.232662,-0.139864,-0.391031,0.350709,-0.134289,-0.255708,-0.059355,-0.337788,0.138861,-0.212433,0.305692,-0.180221,-0.265101,-0.367438,-0.033519
0.252093,0.213538,0.160901,-0.364525,-0.156661,0.123294,-0.227922,-0.117253,-0.109078,-0.268676,-0.276993,-0.264487,0.125496,0.268468,-0.133146,0.275996,0.305914,0.347232
0.081410,-0.337497,0.178216,-0.160228,-0.285415,0.309721,-0.012792,0.217830,-0.355529,-0.019713,0.317659,0.136431,-0.003616,0.300967,-0.265952,0.274134,0.055456,0.333425
0.131447,0.091485,0.365329,0.026384,-0.175011,0.342339,0.008770,-0.232855,0.353712,-0.145239,0.308672,-0.181768,-0.363057,-0.152637,-0.285460,0.236574,0.087092,-0.251784
-0.155014,0.225866,0.380636,-0.192104,0.013064,-0.181989,0.227063,0.041157,-0.242089,0.006180,-0.385535,-0.138355,-0.249486,0.223461,-0.229858,-0.258202,-0.261110,0.361028
